Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-10 00:00:00+05:30,3611.220826890031,3611.220826890031,3511.461930852364,3573.992431640625,442138,0.0,0.0
2022-11-11 00:00:00+05:30,3602.1428807269676,3610.8343782944053,3380.9925537332747,3399.003173828125,2463500,0.0,0.0
2022-11-14 00:00:00+05:30,3416.000170612401,3442.7989563172546,3378.0955818226525,3396.05810546875,659139,0.0,0.0
2022-11-15 00:00:00+05:30,3399.341342624172,3435.9421110669355,3380.0269031774437,3387.704345703125,552511,0.0,0.0
2022-11-16 00:00:00+05:30,3394.5610758108523,3460.9544616005655,3340.2392147101777,3382.972412109375,1048177,0.0,0.0
2022-11-17 00:00:00+05:30,3380.026753076256,3380.026753076256,3303.7830539005417,3323.8701171875,889808,0.0,0.0
2022-11-18 00:00:00+05:30,3331.6440379699593,3339.0319522995746,3260.325613918544,3274.038818359375,868754,0.0,0.0
2022-11-21 00:00:00+05:30,3274.231993917103,3294.0776274815653,3249.654417025936,3262.788330078125,631291,0.0,0.0
2022-11-22 00:00:00+05:30,3264.5749119517527,3291.1322671486696,3239.0316120167486,3259.360107421875,461525,0.0,0.0
2022-11-23 00:00:00+05:30,3275.6805521466267,3301.755045043376,3259.311612093616,3265.00927734375,738556,0.0,0.0
2022-11-24 00:00:00+05:30,3281.378354253066,3286.255061382141,3231.595341605752,3261.5810546875,407602,0.0,0.0
2022-11-25 00:00:00+05:30,3277.901857434493,3304.942073095734,3235.1686594698544,3297.071533203125,512690,0.0,0.0
2022-11-28 00:00:00+05:30,3296.6853372042856,3331.2582339822707,3285.48310281179,3323.435791015625,435882,0.0,0.0
2022-11-29 00:00:00+05:30,3332.1270047781,3345.985209413775,3288.2833214673224,3299.0029296875,456872,0.0,0.0
2022-11-30 00:00:00+05:30,3302.5761826097373,3384.372789842461,3299.920447077688,3365.058349609375,1151772,0.0,0.0
2022-12-01 00:00:00+05:30,3369.983638302151,3380.0270529507,3312.426511891686,3319.62109375,518865,0.0,0.0
2022-12-02 00:00:00+05:30,3317.255248636759,3317.255248636759,3211.0258229162223,3217.64111328125,1453049,0.0,0.0
2022-12-05 00:00:00+05:30,3214.0194183785393,3244.8258552550606,3212.087974417078,3229.760498046875,518257,0.0,0.0
2022-12-06 00:00:00+05:30,3220.682806519976,3223.579972462873,3165.8297508467417,3186.5927734375,944559,0.0,0.0
2022-12-07 00:00:00+05:30,3186.641099361865,3210.9289128185,3142.4593188343083,3148.10888671875,943407,0.0,0.0
2022-12-08 00:00:00+05:30,3172.3000690199137,3215.8542250554283,3163.7052376220972,3208.418212890625,862490,0.0,0.0
2022-12-09 00:00:00+05:30,3220.6827002788114,3247.722914853866,3212.1359667204115,3243.08740234375,660249,0.0,0.0
2022-12-12 00:00:00+05:30,3226.4772262001215,3238.017557032285,3174.328237808979,3206.631591796875,541993,0.0,0.0
2022-12-13 00:00:00+05:30,3192.6769576644087,3227.587713936251,3187.896680880377,3199.43701171875,584450,0.0,0.0
2022-12-14 00:00:00+05:30,3214.888249324581,3268.968676468521,3211.025361671442,3253.9033203125,676995,0.0,0.0
2022-12-15 00:00:00+05:30,3252.5515167388753,3266.4097209838833,3183.5507307961793,3190.262451171875,338209,0.0,0.0
2022-12-16 00:00:00+05:30,3177.2254826310386,3232.5614021728993,3167.56826231909,3178.625732421875,771552,0.0,0.0
2022-12-19 00:00:00+05:30,3179.1567423344854,3292.629074419632,3169.6442865700506,3272.735107421875,890120,0.0,0.0
2022-12-20 00:00:00+05:30,3254.4832094510634,3262.5951801153847,3178.191169822982,3199.87158203125,711013,0.0,0.0
2022-12-21 00:00:00+05:30,3215.854036090373,3235.16847474557,3150.1849446627016,3161.04931640625,485199,0.0,0.0
2022-12-22 00:00:00+05:30,3161.7735898338565,3183.1642362137795,3086.9784737223245,3096.15283203125,613152,0.0,0.0
2022-12-23 00:00:00+05:30,3080.749800428907,3090.310353777117,2998.6150984030305,3006.920166015625,581956,0.0,0.0
2022-12-26 00:00:00+05:30,3008.223788815367,3117.9779910070242,2982.3423941360156,3052.888427734375,530294,0.0,0.0
2022-12-27 00:00:00+05:30,3066.119097433842,3103.009631650262,3042.024380054158,3092.048828125,422130,0.0,0.0
2022-12-28 00:00:00+05:30,3078.8665628845715,3122.7588172987557,3066.746940154577,3101.464599609375,318724,0.0,0.0
2022-12-29 00:00:00+05:30,3072.009847917722,3371.0938878718016,3054.8199500996852,3168.726806640625,881072,0.0,0.0
2022-12-30 00:00:00+05:30,3177.2253243055825,3184.9511001701553,3106.969050037123,3117.109130859375,663451,0.0,0.0
2023-01-02 00:00:00+05:30,3116.3849508180115,3138.548223967698,3093.4973861551193,3118.171630859375,381581,0.0,0.0
2023-01-03 00:00:00+05:30,3118.1713313715395,3128.9390365248723,3096.1044910798587,3103.299072265625,323237,0.0,0.0
2023-01-04 00:00:00+05:30,3113.4876649852267,3131.6916186255808,3078.818340195698,3105.03759765625,372617,0.0,0.0
2023-01-05 00:00:00+05:30,3118.316296823504,3154.917065831412,3092.7729974151907,3146.032470703125,383751,0.0,0.0
2023-01-06 00:00:00+05:30,3148.2537178757107,3166.457671872217,3126.09044514506,3139.176025390625,242107,0.0,0.0
2023-01-09 00:00:00+05:30,3154.916813298226,3162.8359215773544,3118.5091444476006,3150.716064453125,391801,0.0,0.0
2023-01-10 00:00:00+05:30,3150.1853000762662,3153.8550909891824,3036.3748631512904,3058.972900390625,607830,0.0,0.0
2023-01-11 00:00:00+05:30,3058.9728503206716,3065.684571246339,2990.551350476267,3029.71142578125,856148,0.0,0.0
2023-01-12 00:00:00+05:30,3042.024211165965,3044.8730438283783,2988.9095027170356,2996.876708984375,690116,0.0,0.0
2023-01-13 00:00:00+05:30,2998.566648524984,3086.4473457925437,2955.1091608652014,3053.6611328125,964656,0.0,0.0
2023-01-16 00:00:00+05:30,3047.384120114179,3070.899309473378,2993.73821558059,3031.44970703125,653373,0.0,0.0
2023-01-17 00:00:00+05:30,3043.9558700429748,3082.584751642505,3017.8813749632923,3070.94775390625,495809,0.0,0.0
2023-01-18 00:00:00+05:30,3062.3046069863126,3082.5847699464866,3042.024444026138,3068.678466796875,330814,0.0,0.0
2023-01-19 00:00:00+05:30,3054.6270644254155,3071.0443386681895,3027.5868480255517,3058.15185546875,320900,0.0,0.0
2023-01-20 00:00:00+05:30,3066.1672684488326,3085.3850414289063,3033.4293878283543,3042.507080078125,389881,0.0,0.0
2023-01-23 00:00:00+05:30,3057.7656071432425,3114.0672467390827,3037.9199729447364,3093.545654296875,424691,0.0,0.0
2023-01-24 00:00:00+05:30,3109.0451419281294,3123.9657346271597,3069.402444620517,3115.9501953125,367438,0.0,0.0
2023-01-25 00:00:00+05:30,3115.9504134469844,3124.1107173161813,3074.231269569522,3103.685791015625,353061,0.0,0.0
2023-01-27 00:00:00+05:30,3119.2338313037394,3153.03410243674,3020.7785172578674,3061.097412109375,627913,0.0,0.0
2023-01-30 00:00:00+05:30,3051.7782231961014,3099.967657266627,2992.820847232944,3082.053466796875,656403,0.0,0.0
2023-01-31 00:00:00+05:30,3091.3244853320966,3164.671024791343,3068.0988238517234,3151.489013671875,612164,0.0,0.0
2023-02-01 00:00:00+05:30,3167.5681921088276,3239.949009588139,3128.9393117172563,3189.87646484375,885327,0.0,0.0
2023-02-02 00:00:00+05:30,3153.0824724517515,3206.8731431275423,3075.8247089613565,3107.017578125,613267,0.0,0.0
2023-02-03 00:00:00+05:30,3122.565322534819,3211.025549268568,3089.87577532349,3203.010009765625,500037,0.0,0.0
2023-02-06 00:00:00+05:30,3182.0537526429475,3186.930695533559,3110.2522329900066,3148.929443359375,346025,0.0,0.0
2023-02-07 00:00:00+05:30,3164.7192479831906,3185.916798197831,3128.9875348782134,3162.44970703125,447240,0.0,0.0
2023-02-08 00:00:00+05:30,3162.739519499787,3165.5883522179192,3093.207536170326,3117.3505859375,378309,0.0,0.0
2023-02-09 00:00:00+05:30,3125.1246148788227,3138.161861418363,3085.481681024568,3126.186767578125,265006,0.0,0.0
2023-02-10 00:00:00+05:30,3114.5016823953065,3131.160386355836,3088.5236199733886,3102.237060546875,328745,0.0,0.0
2023-02-13 00:00:00+05:30,3114.453641089214,3159.8425778740802,3106.9209618726472,3141.15576171875,405135,0.0,0.0
2023-02-14 00:00:00+05:30,3150.13678295511,3186.882551652037,3037.195643922926,3066.84326171875,1519235,0.0,0.0
2023-02-15 00:00:00+05:30,3093.2074117030306,3227.3944297550497,3093.2074117030306,3197.650146484375,2093492,0.0,0.0
2023-02-16 00:00:00+05:30,3215.8060490496705,3229.374490820102,3156.027949284969,3176.3564453125,679170,0.0,0.0
2023-02-17 00:00:00+05:30,3174.3765057441306,3183.985392364084,3129.1323363269844,3172.396728515625,491317,0.0,0.0
2023-02-20 00:00:00+05:30,3186.8826109847478,3220.6828811012524,3168.0026986652765,3177.708251953125,515895,0.0,0.0
2023-02-21 00:00:00+05:30,3177.2254897092052,3185.0479324881026,3153.1307721316125,3161.918701171875,494115,0.0,0.0
2023-02-22 00:00:00+05:30,3157.910843782077,3158.055607768877,3104.8928019062646,3138.306640625,570379,0.0,0.0
2023-02-23 00:00:00+05:30,3153.082449866244,3162.5949062366544,3110.494013738431,3130.822509765625,527729,0.0,0.0
2023-02-24 00:00:00+05:30,3138.500048918945,3138.500048918945,3056.510339799932,3095.71875,684029,0.0,0.0
2023-02-27 00:00:00+05:30,3090.3103608552847,3095.52516528044,2995.717939307874,3023.723876953125,482530,0.0,0.0
2023-02-28 00:00:00+05:30,3024.641475090801,3071.961855767509,2985.1916348505065,2999.43603515625,974100,0.0,0.0
2023-03-01 00:00:00+05:30,2999.5325232907026,3036.1332926756413,2980.894041590426,3031.208251953125,522394,0.0,0.0
2023-03-02 00:00:00+05:30,3046.9494782589163,3050.6673663758484,2991.1307013044166,3018.364013671875,970565,0.0,0.0
2023-03-03 00:00:00+05:30,3033.477402437556,3042.8931914298923,3007.113381876583,3020.102294921875,337278,0.0,0.0
2023-03-06 00:00:00+05:30,3030.435632101925,3060.469680572081,3025.0274946000927,3057.6689453125,362693,0.0,0.0
2023-03-08 00:00:00+05:30,3057.475938768883,3101.4646242716435,3042.121052841912,3094.5595703125,657256,0.0,0.0
2023-03-09 00:00:00+05:30,3100.933374754042,3109.576539590942,3034.3952225600124,3038.83740234375,419727,0.0,0.0
2023-03-10 00:00:00+05:30,3027.4900949385637,3039.3201892752004,2989.0543127149344,3009.286376953125,362000,0.0,0.0
2023-03-13 00:00:00+05:30,3010.155348582505,3015.901347088705,2921.3089282842725,2929.4208984375,351244,0.0,0.0
2023-03-14 00:00:00+05:30,2929.42098507297,2945.4520643879346,2883.162996141042,2913.486572265625,727498,0.0,0.0
2023-03-15 00:00:00+05:30,2940.4303504395953,2954.8678469774354,2899.09740228001,2903.829345703125,288927,0.0,0.0
2023-03-16 00:00:00+05:30,2918.1219580038924,2975.389316574337,2893.302951138174,2931.400634765625,439612,0.0,0.0
2023-03-17 00:00:00+05:30,2947.383255791507,2953.177587224911,2841.395276655492,2872.636474609375,692626,0.0,0.0
2023-03-20 00:00:00+05:30,2872.6366903103058,2887.4120479573808,2809.5266647338867,2850.811279296875,561183,0.0,0.0
2023-03-21 00:00:00+05:30,2865.104031243493,2873.0229043633103,2826.6682490996336,2834.200927734375,490092,0.0,0.0
2023-03-22 00:00:00+05:30,2848.3969283380516,2867.1318401014,2831.3520300090454,2845.548095703125,222875,0.0,0.0
2023-03-23 00:00:00+05:30,2841.347207212089,2848.879885929279,2813.0034081152635,2827.34423828125,379191,0.0,0.0
2023-03-24 00:00:00+05:30,2824.7367701646335,2830.531102000869,2787.7012382025778,2809.86474609375,542971,0.0,0.0
2023-03-27 00:00:00+05:30,2813.7277093708067,2828.5997338401467,2772.5878579225196,2786.63916015625,375285,0.0,0.0
2023-03-28 00:00:00+05:30,2795.571997001313,2795.571997001313,2738.787498191884,2754.625244140625,1079359,0.0,0.0
2023-03-29 00:00:00+05:30,2760.5161845006446,2846.755201490932,2752.307547954115,2833.138427734375,765293,0.0,0.0
2023-03-31 00:00:00+05:30,2822.901946717488,2861.772255485389,2820.873836299074,2847.769287109375,546110,0.0,0.0
2023-04-03 00:00:00+05:30,2945.451803173072,2945.451803173072,2878.913658387221,2901.318359375,1170652,0.0,0.0
2023-04-05 00:00:00+05:30,2879.7830997683213,2905.857594635439,2822.0328750934204,2833.18701171875,1033837,0.0,0.0
2023-04-06 00:00:00+05:30,2847.624082260505,2868.1940056167923,2825.7022425706177,2860.178466796875,586845,0.0,0.0
2023-04-10 00:00:00+05:30,2877.851598628187,2884.6116527189242,2849.990424245429,2868.62890625,416883,0.0,0.0
2023-04-11 00:00:00+05:30,2868.6288399250093,2954.143569350063,2868.6288399250093,2949.508056640625,618391,0.0,0.0
2023-04-12 00:00:00+05:30,2930.9659769425307,3037.195386321008,2930.9659769425307,3021.1162109375,746284,0.0,0.0
2023-04-13 00:00:00+05:30,3032.366808850594,3120.682030699193,3024.6410335414207,3102.912841796875,1337741,0.0,0.0
