Date,Open,High,Low,Close,Volume,Dividends,Stock Splits
2022-11-08 00:00:00-05:00,95.33229595731913,97.20078204271098,94.209222201583,95.8789291381836,52088300,0.0,0.0
2022-11-09 00:00:00-05:00,101.09676537553639,104.25728190019662,100.12276647409922,100.84829711914062,107677300,0.0,0.0
2022-11-10 00:00:00-05:00,106.46368838261209,112.05919116280576,103.96906479766398,111.18458557128906,80671000,0.0,0.0
2022-11-11 00:00:00-05:00,108.56075030892634,114.19600835665824,108.14331788925611,112.32752227783203,59961700,0.0,0.0
2022-11-14 00:00:00-05:00,110.30995908196863,115.5576071629423,110.12112837341664,113.52017211914062,53395000,0.0,0.0
2022-11-15 00:00:00-05:00,115.35884932437982,118.01248865648596,113.70902393693684,116.36266326904297,50670500,0.0,0.0
2022-11-16 00:00:00-05:00,113.79846267334166,115.36878389076601,111.96973992594837,112.53624725341797,33287800,0.0,0.0
2022-11-17 00:00:00-05:00,109.73352955640752,111.64176403545873,109.12726637566992,110.76715087890625,35093800,0.0,0.0
2022-11-18 00:00:00-05:00,113.10275747250945,113.61956812830978,109.94224083249476,111.36347961425781,33357700,0.0,0.0
2022-11-21 00:00:00-05:00,110.83672264920169,111.68152083411401,108.52100413344337,109.18689727783203,24351100,0.0,0.0
2022-11-22 00:00:00-05:00,109.18690365716483,110.93612250494712,107.65633811318662,110.7572250366211,29029000,0.0,0.0
2022-11-23 00:00:00-05:00,111.03549648798172,111.97967283650999,110.05156430820547,111.55230712890625,21343100,0.0,0.0
2022-11-25 00:00:00-05:00,110.6180750897134,112.03931387496921,110.33978426228347,110.72740173339844,12007600,0.0,0.0
2022-11-28 00:00:00-05:00,110.10125624959765,111.35353842692945,107.71595939175366,108.11351013183594,23309400,0.0,0.0
2022-11-29 00:00:00-05:00,108.8688564526355,110.2602802601989,107.8749833876116,108.78934478759766,23899200,0.0,0.0
2022-11-30 00:00:00-05:00,108.83903101102729,117.43603371356942,108.70982267209936,117.37639617919922,43348600,0.0,0.0
2022-12-01 00:00:00-05:00,118.46965655557638,120.45740252182867,117.67456271866493,119.70206451416016,36551400,0.0,0.0
2022-12-02 00:00:00-05:00,117.10805827093105,123.28000873639549,116.88940499609943,122.7333755493164,39950500,0.0,0.0
2022-12-05 00:00:00-05:00,121.00403666820483,123.90614398242373,120.60648595522916,121.67987060546875,35474900,0.0,0.0
2022-12-06 00:00:00-05:00,119.17531731427803,119.8113954396463,113.04311502596771,113.42079162597656,43689200,0.0,0.0
2022-12-07 00:00:00-05:00,113.06299988387809,115.17000588939271,112.18838675013279,113.2319564819336,29461100,0.0,0.0
2022-12-08 00:00:00-05:00,115.67688559230108,116.62106197232622,113.88791103971164,114.62338256835938,30619400,0.0,0.0
2022-12-09 00:00:00-05:00,114.59356568707537,116.81983919572008,113.17232692240562,115.18988800048828,26033400,0.0,0.0
2022-12-12 00:00:00-05:00,114.47429315699551,115.01098549025943,112.44679131443715,114.00717163085938,24747100,0.0,0.0
2022-12-13 00:00:00-05:00,121.38171327630926,122.54455051154657,117.91309844324743,119.41384887695312,44701100,0.0,0.0
2022-12-14 00:00:00-05:00,118.65850636682676,123.37940349492655,118.65850636682676,120.84502410888672,36922000,0.0,0.0
2022-12-15 00:00:00-05:00,117.60500578363975,117.90316316415321,113.31147429345609,115.43836212158203,34531000,0.0,0.0
2022-12-16 00:00:00-05:00,119.49335123068656,122.55447423369303,118.09198669497415,118.69824981689453,67064000,0.0,0.0
